"code","energy_kcal_100g","sugars_100g","fat_100g","salt_100g","proteins_100g","nutriscore_grade","nutriscore_score","nova_group"
"4056489914990","24","5.9",,"0.01",,"c","6","4"
"0058854431105",,,,"0.0009",,"not-applicable",,"2"
"7802575353078","40","6.8","0.1","1.01092","1.3","c","6",
"7035620052774","365.217391304348",,"13.4782608695652","0.130434782608696","8.69565217391304","not-applicable",,
"08217189","489","43.3","22.8","0.585","4.6","e","30","4"
"6003770009680","310","44.7","2.3","17.21","4.3","e","36","4"
"6001065036427","469.04875709625","65.5","17","0.575","3","unknown",,
"7038010029530","338.461538461538","30","28","0.7","10","e","22",
"20586218","247","0.3","19","2","18.5","d","18","3"
"8008698005286","553","40","32","0.23","4.9","e","28","4"
"7048840105816","72","7.1","2.7","0.09","4.4","b","2",
"8402001028663","425","4.33","43","0.9825","1","unknown",,
"0075172079123","328","4","0.4","0.56","3.8","c","6","3"
"4066447308075","216","6.1","17","1.4","5.5","d","11","4"
"7801620002916","10","1.3",,"10","0.1","unknown",,
"3250392494322","403","32.6","9.6","0.03","5.1","d","16","4"
"20006785","171",,"2.7","0.71","9","b","2","3"
"7056831970121","333.333333333333",,"13.3333333333333",,"8.33333333333333","unknown",,"4"
"3560070048786","495","32","26","1.2","5.5","e","29","4"
"5000159535267","407.5","17","37","0.75","17","d","15","4"
"8888101287238","420","17.1","8.17","1.09275","8.82","unknown",,
"7700304624997","633.333333333333","6.66666666666667","50",,"20","c","6","1"
"8992753004010","333.333333333333","50","10","0.0666666666666667","3.33333333333333","e","22","4"
"8853333013580","60","13",,"0.0375",,"e","15",
"0021000081059","707.692307692308","2.30769230769231","76.9230769230769","1.36538461538462","0.769230769230769","e","24","3"
"7703153041496",,,,"0.05",,"unknown",,"4"
"3229820783338","76","7.6","3","0.09","1","e","13","3"
"8410076481764","484","1.7","23","0.79","8","c","7","4"
"8852044110267","300","20",,"6.16666666666667","26.6666666666667","e","28",
"3760056260069","398",,"29","1.5","33","d","14","3"
"8997206772072","360","12","20","4.4","4","unknown",,
"8008698024188","240","6.3","2.4","1","3.8","b","2","4"
"7891991001373",,,,"0.01075",,"c","4","4"
"8410066112845","450.047801147227","7.4","45","0.002065","1.6","d","12","4"
"8904004409253","479",,"23.44","2.35966","1.25","unknown",,"4"
"4820179258820","393","1.6","11.8","3.4425","6.1","unknown",,
"5059319035772","380","21","4.9","0.285","10","c","7","4"
"8906069405102","394.2","5.5","37.4",,"2.6","unknown",,
"7613035312050","523","47.9","27.9","0.2","8.2","e","29","4"
"6408430339327","343",,"27","1.6","25","d","14","3"
"3560071253080","304","3.7","7.4","0.88","7.7","b","1","4"
"3083680085335","98","0.5","0.8","0.81","6.5","a","-5","4"
"3017620690969","572","41.2","37.3","0.28","8.6","e","30","4"
"6001790403792","49","8.69999980926514","0.5",,"0.5","unknown",,
"20037154","45","4.4","1.2","1.05","1.3","b","1","4"
"6224007975633","294",,"22.5",,"21.3999996185303","unknown",,
"3038350015006","361","3.7","2",,"12","a",,"1"
"3038350014603","361","3.7","2",,"12","a",,"1"
"6009242002647","300.4302102777",,"4.3",,"8.1","unknown",,
"4056489825623","385","0.8","8.5","7.5E-05","10.5","a","-3","1"
"7804618520096","310","55","7","0.270933333333333","7","unknown",,"4"
"7790742321800","194",,"16","0.91","9","unknown",,"4"
"7792180005182","830.769230769231",,"92.3076923076923",,,"b","-1","2"
"7893000979932","540",,"60","1.8",,"d","18",
"4902102141123",,,,"0.01",,"c","4","4"
"7622300248987","379","80","2.6","0.001","3.9","unknown",,"4"
"7896007800001","57","10.2","0.1","13.625","2.5","unknown",,"4"
"0790757847354","374.4",,"6.4","0.6","30.2","a","-3",
"3182180060320","382","4.2","5","1.5","13","c","7","4"
"8716200615129","59","6","2.2","0.5","3.7","c","3",
"8711327480537","333","30","17","0.27","4.5","e","23","4"
"4770301238391","110","27.5",,,,"unknown",,
"7898215157854","62","8","0.52","0.2125","6","c","5","4"
"8998009010248","56","6.8","17.2",,"2.4","unknown",,
"5774540137506","581.97896749522","27","46","0.01","8.2","unknown",,"4"
"4902102107648",,,,"0.02",,"b",,"1"
"7038010029646","430","33","26","0.88","11","e","24","4"
"4056489719618","551","42.1","35.2","0.71","7.5","e","26","4"
"4820001314489","156","20","4.7","2","4","d","15",
"4065019008566","38","2.1","1.6","8E-05","3","b","-1","4"
"3770016162036","252","0.8","14","1.2","9","b","2","4"
"4796018230046","99","0.03","3","0.2","7.1","unknown",,
"8595564505075","468","26","18","0.13","7.1","d","17","4"
"7501005180306","26.46","1.2","0.57",,"2.08","a",,"4"
"0021000052288","166.666666666667","27.7777777777778",,"2.15277777777778",,"unknown",,"4"
"3019081241193","148","0.3","9.6","0.9","14","b","2","4"
"5060088705179","442.857142857143","34.2857142857143","22.8571428571429","0.58","12","d","14","4"
"7613033213342","401","16.7","8.3","0.71","8.9","d","11","4"
"01115215","193","11.4","13.4","0.075","3.1","d","13","4"
"0096619937325","23.8095238095238","2.5",,"0.458333333333333","0.833333333333333","a",,"3"
"8410261641423","20","4.8",,"0.075","0.1","d","8","4"
"8850718801886","533.333333333333","3.33333333333333","33.3333333333333","1","6.66666666666667","e","19","4"
"8801073115514","455.714285714286","6.66667","10.37","2.92593","10.37","unknown",,"4"
"7894900500035","15.4","3.6",,"0.0445",,"c","3","4"
"7896025803695","33","4.2",,"2.725",,"d","14",
"3560070687350","70",,"0.7","0.26","16","a","-5",
"5901588400280","446.808510638298","48","22","0.07","2.8","e","28","4"
"0829696000800","200",,"11","0.65","21.1764705882353","a",,"3"
"7500608000318","352.941176470588",,"2",,"11","a","-5","3"
"3083680003629","119","0.5","2.2","0.6","6","a","-10","3"
"20800680","300","75","0.1","0.03","0.1","d","18","1"
"7300400482585","408.695652173913",,"10.4347826086957","1.19565217391304","11.304347826087","unknown",,
"7613036049399","405","4","15","3.075","2","e","21",
"7791954004109","360",,"6.66666666666667",,"13","a","-5","1"
"0072945601369","7000","7.69230769230769","3.84615384615385","1.34615384615385","7.69230769230769","c","10","4"
"1230000097048","606.666666666667","26","47","0.1","9.4","e","19","3"
"7795293601869","280","7","2.8","0.2559","8","b","2","4"
"5010204612287","25","4","0.2","0.03","1.4","a","-4","1"
"0041789002915","360","2","14","1.52","8","unknown",,
"5700382801947","291","3.1","29","1.2775","1.2","d","11","4"
"8850229102014","109.090909090909",,,"0.431818181818182","27.2727272727273","a","-4","1"
"6921168597734","33",,,"0.1",,"b","2","1"
"7802410001423","206","2.59999990463257","19.7999992370605",,"1.70000004768372","unknown",,
"5998400310902","364","23","2.7","0.9","4.5","d","13","4"
"4009700074720","68","9.9","1.5","0.1","3.1","d","7","4"
"9555764000076","530","34","27","3.375","4","e","38","3"
"8904004402032","558","2.25","36.5","1.4675","15.36","e","23","4"
"5449000133328","0.24",,,"0.02",,"c","4","4"
"8888002076009","42","10.6",,,,"e","12","4"
"20281151","232","19","15","0.1","4.3","d","15","4"
"5705830614940","217",,"17","0.0065","15","c","6",
"5700426293905","63","4.6","3.5","0.1075","3.4","c","3",
"6009880839759","46.4627151051625","3.8","1.2","0.14224","4.1","a",,"3"
"7793046008415","53",,,,,"unknown",,"4"
"8594014630022","544","1.5","36","2","6","d","18","4"
"7802237001026","600",,"53.3333333333333","0.291666666666667","16.6666666666667","unknown",,
"8590421062661","39","0.7","1.9","0.1","3.6","b","-3","1"
"0041224722002","464.285714285714","3.57142857142857","21.4285714285714","4.28571428571429","7.14285714285714","unknown",,
"8901491003124","534","6","32","1.6775","6.4","e","25","4"
"6222035229391","530",,"28.5",,"7","unknown",,
"3168930010265","462","12","19",,"8.5","b","1","4"
"3387390406849","395","22.9","11.9","0.35","6.3","d","13","4"
"7702025150748","425","1.5","7.7","1.805","11","d","16","4"
"5011038004545","744","0.6","80","1.8","0.6","e","28","2"
"9556001289339","56","6","1.52","0.088","1.52","unknown",,
"5201704064694","70","4","2","0.1475","8.5","a","-1","4"
"5411188119753","33","3.3","1.4","0.1","1.5","c","3","4"
"5410126836066","484","38.1","19","0.92","4.9","e","28","3"
"6408430102068","58","3.5","3","0.1","1.2","d","7","3"
"4820192262118","46","3.4","1.5","0.1","1.3","c","4","4"
"3254550040529","134","4.5","9.5","0.09","8","c","5","4"
"7800120455352","358",,"6.9",,"11.7","unknown",,
"8850423000093","340","84",,"0.025",,"e","20",
"0720516022234","373.333333333333",,,"1.5","6.66666666666667","c","7",
"6924673500176","287.28","55.2","3","0.66","9","e","21",
"4820008129475","361","15","3","1.1","9","c","10",
"5906747176594","373","6.8","1.9","4.1656","8.8","e","25","4"
"8017596112682","442","2.6","13.2","1","13.4","b","1","3"
"20529963","555","9","34.3","2.54","14.9","d","16","4"
"3560070235841","191",,"11","1.2","23","b","1","3"
"0645175570103","434.4","2.6","15.2","4.625","11","unknown",,"4"
"7804000002711","438.235294117647",,"8.82352941176471",,"8.82352941176471","a","-1",
"5099077002265","270.833333333333","6.04166666666667","5","1.22916666666667","11.04166667","b","2","4"
"4771249814869","577","7.7","45","1.18","21","unknown",,
"5900617034809","481","39","27","0.345","3.5","not-applicable",,"4"
"8718907825443","113","0.5","5.9","0.01","13","a","-4","4"
"5060466519237","400","3.8",,"0.007","0.0023","c","4",
"8888010101649","293",,"10","0.9225","11.1","unknown",,"4"
"7701101358139","67","3.6","1.1",,"2.5","a",,"1"
"8715035150102","57",,,"16.4","10","e","20","3"
"4088700042700","410","1","6","0.265","9","c","3","4"
"8851932387675","298.507462686567","25.3731343283582","11.9402985074627","0.317164179104478","4.47761194029851","e","19","4"
"6417808235819","370","5.5","38","0.885","0.4","unknown",,
"7036110006086","705","2","77","0.6","1","d","14","4"
"8997225840134","240","9","9","0.18","5","c","4",
"4056489239666","278","2.8","5.6","0.83","9","b","2","4"
"5411788041164","82","7","3.9","0.05","0.7","e","13","3"
"3229820019208","198","4","1.3","1.1","4.6","b","2","3"
"8410076602190","471.428571428571","28.0952380952381","20","0.654761904761905","8.33333333333333","d","16","4"
"5010029227062","382","27","2.1","0.56","7.9","d","12","4"
"5060896625126","48","11",,"0.05",,"unknown",,
"6408432087851","39","3.1","1.5","0.0975","3.3","b","-2","1"
"20024673","278",,"22","1.6225","20","d","14","3"
"3222476547255","347",,"27","1.2","25","d","12","3"
"7700304483266","270","1","4.2","0.645","10","a","-1","4"
"85912250","149.5","2.9","31","0.25","2.1","d","17","4"
"8412600028568","255","8.1","2.7","1.18","8.2","c","6","4"
"5900617002983","456","22","16","0.61","8.6","d","13","4"
"5022019590209","19.6","4.7",,,,"c","4","3"
"4008169309008","281","62","0.5","0.02","0.6","d","17","4"
"4011800524210","448","24.1","17.1","0.45","6.4","e","24","4"
"0068892241253","600","6.66666666666667","53.3333333333333",,"20","a","-10","1"
"4820213060044","395","41.4","18.2",,"5.5","unknown",,
"5900783009908","432","12","41","3.75","0.9","e","29","3"
"8594071266905","643","4.30000019073486","55",,"29","unknown",,
"4056489973935","90","3.8","2.8","0.8","12.5","b","1","3"
"8859622222022","50",,"1.17",,"7.33","unknown",,"4"
"9310053102110","726","20","82","1.5",,"e","32","2"
"4056489517511","44","2.2","1.6","0.1075","0.5","c","5","3"
"8411778164252","523","2.2","26","0.8","7.7","c","10","3"
"8888200619299","66","4.2","2.4","0.008","4.32","b","2","4"
"8006050099294","221","35.3",,"0.07","0.67","not-applicable",,"4"
"3560071099251","131","2.7","5.4","1.7","6.2","c","7","4"
"7891025115311","83","3.12",,"0.07025","9.38","a","-3",
"9300657116125","117.11","25.8","0.1","2.0375","1.4","d","13","3"
"0643843718581","49.1840821866013","0.307400513666258","0.922201540998775","0.138250307016263","9.22201540998775","not-applicable",,"4"
"80369691",,,,"0.0094",,"a",,
"8888030308844","64","5.2","3.4","0.15","3.12","c","4","1"
"8888200619442","42","0.8","2","0.08","4.32","b","-3","4"
"4067796066760","489","1.8","29","0.03","17","a","-1","1"
"0044000069193","413.793103448276","13.7931034482759","12.0689655172414","1.72413793103448","6.89655172413793","unknown",,"3"
"7090046314165","328","74","0.2","0.58","0.7","d","18","3"
"6111250475129","565.4","1.4","61.6","1.63","1.2","e","23","4"
"07342646","200","3.33333333333333","16.6666666666667","0.125","3.33333333333333","d","13","1"
"0064100111356","535.714285714286","2","32","1.45","4","e","21","4"
"9300633910129","133.333333333333","28.6666666666667","6.66666666666667","1.1","6.66666666666667","d","12","4"
"8480000180551","251.666666666667","0.5","18","0.885","21","b","2","3"
"7898024396529","540","55","31","0.105","6.5","e","31","4"
"5908230521508","740","1.3","41","3.1","25","e","31","4"
"8719200053915","621","0.5","69","0.855","0.5","c","5","4"
"6001240100417","88","21",,,,"e","18",
"8901764042706","39","9.5",,"0.055",,"e","15","4"
"6111266680883","211",,"17","1","3.5","d","12","4"
"4014400935677","444","48","15.4","2.655","3.5","e","40","4"
"4260118419125","36","2.3","2","0.7","2.1","c","5","3"
"0851770003926","326.086956521739","2.17391304347826","7.60869565217391","2.1195652173913","45.6521739130435","not-applicable",,"4"
"7035119999269","216","0.25","11",,"12","a","-2","4"
"6224008709053","66.5",,,,"1","unknown",,
"20510114","416","0.1","34.9","1.81","25.4","d","17","3"
"3560070276141","245","57",,,"0.7","d","16","4"
"7640161875524","443","14","13","0.18","8.4","d","15","3"
"7802820550504","20","4.8",,"0.05588",,"d","8","4"
"5601049132995","48","4.9","1.6","0.1","3.4","b","-1",
"29427369","294","15.8","0.2","0.0025","0.7","a","-1","1"
"4962482114513","113","2.70000004768372","1.39999997615814",,"22.3999996185303","unknown",,
"7891025118985","72","5.6","1.04","0.355","10","a","-2",
"5200100945125","362","0.5","2.6","0.01","10.3","a","-5","4"
"7032069730768","65","3.7","2","0.15","8","a","-1",
"0856013007914","306.17",,"20","1.524","28","d","13","4"
"8801123311026","223.076923076923","3.07692307692308","16.9230769230769","1.92307692307692","12.3076923076923","d","18",
"7803500020492","893",,"99",,,"e","20","2"
"20487942","138","17","0.7","6.6","7","unknown",,"3"
"5411188114536","68","7.9","2.1","0.22","3.6","b","2","4"
"7802900481162","56","13.6",,"0.0075",,"c","3","4"
"20046538","646","4.2","58","0.01","20.4","c","9",
"4901330578916","503.636363636364",,"25.0909094376998",,"8.18181818181818","unknown",,
"5201002002503","387","0.5","21","0.25","18","unknown",,"1"
"6009223733737","138.62",,"9","3.647",,"unknown",,
"20074609","21.27","3.2",,,"1.8","unknown",,
"8719327097649","447","2","24",,"20","a","-5","4"
"4942355232933","479",,"19",,"6","unknown",,"3"
"4062139006038","480","2.7","26","1.2","6.5","c","10","4"
"7501011123588","498","2","25.9","1.60528","8.8","d","16","4"
"8906010500306","570","2","36.1","2.71","14.8","e","29","4"
"8716200449250","490","39","26","0.34","24","e","28","4"
"5000354909924","12","1","1","1.24","1","c","6","4"
"8902579003470","15.74","0.58","0.86","0.6147","1.27","c","3","4"
"4791034003414","445","2","11.2","2.3","11","e","21","4"
"6976005190470","22.47",,,"0.095",,"unknown",,
"4056489771449","76",,"4",,"5.3","unknown",,
"8595229922261","433","12","19","0.04","9","c","6","4"
"0626394215006","620","4","60",,"14","b","-5","1"
"4633166008496","59.3333333333333",,"0.0666666676600774",,"8","unknown",,
"5449000017932","33","8",,"0.01",,"d","8","4"
"8480000202871","72.8","3","4.9","0.09","4.1","b","2","1"
"7705326075505","293.333333333333","3","4.33333333333333","0.55","9","c","4","4"
"20214456","310","4.2","1.6","0.02","24","a","-14","1"
"0068100084238","600","6.66666666666667","53.3333333333333","0.916666666666667","20","c","4","4"
"4820097899808","374","50.0999984741211","7.40000009536743",,"5.40000009536743","unknown",,
"5060560280835","613.333333333333","6.66666666666667","49.3333333333333","1.31666666666667","28.6666666666667","c","5","3"
"8714685000010","241","2","14.3","1.1","7.6","a","-2","4"
"3560071013196","379","13","1.5","0.79","8.7","c","4","3"
"6111245470030","900",,"100",,,"e","20","3"
"20425555","464","4.3","45.4","3.2","4.5","e","26","4"
"7896283000898","393.333333333333","15","15","0.5","7.66666666666667","c","10",
"5036589252450","64","5.4","2.1","0.12","4.7","b","1","1"
"3270190008262","823",,"91",,,"b",,"2"
"9421903938008","594","5.5","46","0.169","26.9","a","-9","3"
"4903110002239","298.823529411765",,"5.17647058823529","1.41176470588235","10.3529411764706","unknown",,"4"
"4066447677003","346","2.4","2","1.3","8.4","b","2","3"
"5690845003219","78","3.6","2.4","0.09","10","a","-2","3"
"5060283762199","480","0.6","21","0.405","10","c","4","3"
"7039010545716","321","7.4","30","1.0825","1","d","13","4"
"6944839902385","39.44",,,"0.07366",,"unknown",,
"4002359660894","135","1.2","0.8","0.01","5","a","-1","1"
"5900820000011","60","4.7","3.2","0.0001","3.2","b","2","1"
"4903050155996","750",,"83","0.2","0.5","unknown",,"2"
"5201004058744","394","4.7","5.9","1.4","14","c","8","4"
"5391532123424","374.545454545455","1.5","15.7","0.86","37.2","d","14","4"
"01134866","540","2","5.6",,"2.1","b","1","1"
"4067796063332","540","1","43","0.15","22","a","-10","1"
"4066447562644","367","1.4","1.7","0.5","29","a","-6","3"
"7708638104451","147","1.2","8.9","0.1775","4.2","a","-2",
"4712966542147","27.2727","6.9697",,"0.0151515",,"d","7","4"
"4000345051121","7",,"0.4","0.8","0.1","c","3","3"
"0066844616234","180","5","3.5","0.3125","9","a","-11",
"4056489351214","512","39.6","27.3","0.61","5.7","e","29","4"
"0058716989591","580","4","48","1.6","24","c","6","4"
"4056489115328","114","0.9","2","4.5","22","e","21","4"
